names	x.pos	y.pos	color	alias	FC	NAC002	AtbZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	ATHB_21	ATHB_6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	ATHB_40	ZAT6	DREB2A	AtMYB56	ERF003	NAC6_ORE1	HAT2	SPCH	DOF5_4	NAC102	ATHB_53	HEC1
AT2G14750	-435.364908649822	-1326.279296875	#FF0033	AKN1	-1.23	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0
AT2G14890	1891.97790527344	-439.738159179688	#3399FF	AGP9	1.24	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1
AT2G15320	1673.41556596291	-710.903442382813	#3399FF		1.24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
AT2G15580	951.208564998833	-819.1826171875	#9900FF		-1.2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1
AT2G16270	-1074.12394185295	-1062.67248535156	#FF0033		1.13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
AT2G16440	-1154.12369771232	-1222.67236328125	#FF0033	MCM4	1.28	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0
AT2G16660	-686.556091308594	-1851.16027832031	#3399FF		-1.63	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1
AT2G16720	-660.274658203125	365.716491699219	#9900FF	ATMYB7	-1.11	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1
AT2G17560	-1314.12369771232	-1102.67236328125	#FF0033	HMGB4	1.24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1
AT2G17620	-2321.27730513084	-959.220397949219	#3399FF	CYCB2;1	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
AT2G17880	653.555167911324	-1514.96362304688	#FF0033	DJC24	1.12	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0
AT2G18010	1219.61279296875	-346.167633056641	#FF0033	SAUR10	-1.07	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
AT2G18050	377.786407470703	-1937.92980957031	#3399FF	HIS1-3	-1.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
AT2G18550	-660.274658203125	324.335693359375	#9900FF	ATHB21	3.06	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	0
AT2G18700	733.555167911324	-1314.96362304688	#FF0033	ATTPS11	-1.23	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1
AT2G19310	-677.067687988281	935.140991210938	#3399FF		-1.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0
AT2G19570	-196.906204223633	652.766825153728	#FF0033	AT-CDA1	-1.17	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0
AT2G19580	62.8554077148438	631.821166992188	#FF0033	TET2	-1.31	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1
AT2G19650	603.89652486076	789.579650878906	#3399FF		-3.16	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0
AT2G19760	-268.052795410156	865.992350056072	#3399FF	PFN1	-1.11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0
AT2G19810	1047.39360785273	-2031.44287109375	#3399FF	AtOZF1	-1.2	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1
AT2G21180	-1133.81481933594	411.337668900374	#FF0033		-1.13	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1
AT2G21185	1024.19864701759	-806.166198730469	#FF0033		1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1
AT2G21320	754.853434040447	632.903869628906	#006600	BBX18	1.12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0
AT2G21385	-2143.96175150643	-70.2627258300781	#3399FF		-1.03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G21790	-1921.27657270897	-1119.22045898438	#3399FF	ATRNR1	1.31	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
AT2G21970	1743.36596679688	-1096.68481445313	#3399FF	SEP2	-1.21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
AT2G22430	939.8427734375	-1018.14685058594	#9900FF	ATHB6	-1.86	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
AT2G22540	939.8427734375	-978.147338867188	#9900FF	AGL22	-1.23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
AT2G22610	-1601.27376509178	-1279.22045898438	#3399FF		1.02	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
AT2G22680	967.394340274605	-1991.44299316406	#3399FF	WAVH1	-1.35	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0
AT2G22850	-195.642471313477	469.249887897869	#9900FF	AtbZIP6	-1.15	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1
AT2G22930	-273.943430378338	-1731.650390625	#3399FF		1.14	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
AT2G24040	-108.05281829834	945.991678669353	#3399FF		-1.24	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0
AT2G24060	-2143.96175150643	-310.2626953125	#3399FF		-1.01	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
AT2G24090	-1743.9605308033	-310.2626953125	#3399FF	PRPL35	1.12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AT2G24490	-2401.27730513084	-999.22021484375	#3399FF	ATRPA2	1.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
AT2G24540	923.896097614666	709.579772949219	#3399FF	AFR	1.03	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0
AT2G25680	763.896646931072	869.578979492188	#3399FF	MOT1	-1.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
AT2G25900	813.555167911323	-1354.96362304688	#FF0033	ATCTH	-1.06	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1
AT2G26170	-116.906173706055	572.766397907635	#FF0033	CYP711A1	1.49	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1
AT2G26180	-1761.27388716209	-1159.22045898438	#3399FF	IQD6	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G26330	-2063.96175150643	-110.262756347656	#3399FF	ER	1.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1
AT2G26400	-1582.94311523438	-697.277160644531	#3399FF	ARD	-1.49	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0
AT2G26550	-1823.95967631112	-110.262756347656	#3399FF	HO2	-1.05	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0
AT2G26910	-1823.95967631112	-390.262451171875	#3399FF	ABCG32	-1.36	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1
AT2G27050	1504.50162553322	-48.6303024291992	#006600	AtEIL1	-1.28	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1
AT2G27420	598.273722126385	379.882904052734	#FF0033		7.61	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1
AT2G27580	-1037.47985839844	931.607399459001	#3399FF		1.33	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0
AT2G27830	653.555167911324	-1314.96362304688	#FF0033		-1.91	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1
AT2G28110	-116.906173706055	692.766703083416	#FF0033	FRA8	-1.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1
AT2G28250	-766.555725097656	-1731.15991210938	#3399FF	NCRK	-1.82	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT2G28400	-917.067504882813	815.141906738281	#3399FF		-2.45	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0
AT2G29090	1166.54772949219	434.292544781218	#FF0033	CYP707A2	2.88	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1
AT2G29510	-195.364511921306	-1486.279296875	#FF0033		1.03	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1
AT2G29570	-2081.27730513084	-1199.22045898438	#3399FF	ATPCNA2	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G29890	-2161.27730513084	-1359.22045898438	#3399FF	ATVLN1	1.11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
AT2G30140	-1213.81494140625	531.337913040999	#FF0033	UGT87A2	-1.23	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1
AT2G30695	-1566.57495117188	187.397705078125	#3399FF		1.05	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G31110	1503.36389160156	-1136.68481445313	#3399FF	TBL40	1.62	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
AT2G31270	-2321.27730513084	-1359.22045898438	#3399FF	ATCDT1A	1.07	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
AT2G31750	678.274698688885	459.882354736328	#FF0033	UGT74D1	1.2	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1
AT2G31890	-1983.96199564705	-150.262771606445	#3399FF	ATRAP	-1.08	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G32090	1753.41581010353	-870.903442382813	#3399FF		-1.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1
AT2G32300	-28.0528297424316	945.991678669353	#3399FF	UCC1	-3.74	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
AT2G32500	-2303.96175150643	-190.262817382813	#3399FF		1.03	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AT2G33450	-1743.9605308033	-350.262573242187	#3399FF	PRPL28	1.08	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G33560	-2161.27730513084	-1199.22045898438	#3399FF	BUBR1	1.11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G33590	-1197.47985839844	891.60807084572	#3399FF	AtCRL1	-1.04	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
AT2G33830	457.786499023438	-1897.92980957031	#3399FF	AtDRM2	1.02	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1
AT2G34140	-259.950592041016	777.294840290447	#006600		1.03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
AT2G34640	-1211.21118164063	-275.700614688667	#FF0033	HMR	-1.01	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
AT2G35150	253.347961425781	939.894287109375	#3399FF	EXL7	-1.14	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
AT2G35950	-776.587951660156	535.970153808594	#FF0033	EDA12	3.8	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1
AT2G36080	865.203063964844	-1245.76062011719	#9900FF	ABS2	1.01	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
AT2G36220	-696.588012695313	535.970153808594	#FF0033		1.28	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1
AT2G36270	-893.498168945312	364.414123535156	#9900FF	ABI5	2.5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	1
AT2G36630	1159.10506874417	796.797790527344	#3399FF		1.31	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0
AT2G36900	727.394462344917	-1911.44299316406	#3399FF	ATMEMB11	-1.04	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0
AT2G36990	-1823.95967631112	-470.262512207031	#3399FF	ATSIG6	-1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AT2G37040	-33.9436096691092	-1931.65173339844	#3399FF	ATPAL1	-1.18	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1
AT2G37260	-766.555725097656	-1582.62670898438	#006600	ATWRKY44	1.02	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0
AT2G37470	-1921.27657270897	-1159.22045898438	#3399FF		1.09	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0
AT2G37640	1299.61279296875	-346.167633056641	#FF0033	ATEXP3	1.02	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0
AT2G37660	-1646.57482910156	187.397705078125	#3399FF		1.03	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
AT2G37750	253.347961425781	899.894226074219	#3399FF		1.61	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0
AT2G37970	683.896646931072	709.579772949219	#3399FF	AtHBP2	-1.41	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0
AT2G38120	1103.78263139259	-124.044143676758	#FF0033	AtAUX1	1.07	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1
AT2G38400	893.55522894648	-1514.96362304688	#FF0033	AGT3	1.49	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1
AT2G38530	93.3473510742187	859.894958496094	#3399FF	cdf3	1.83	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1
AT2G38640	918.274271442791	499.882263183594	#FF0033		3.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AT2G38760	-593.94388814201	-2051.65258789062	#3399FF	ANN3	-1.25	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0
AT2G38810	-1154.12369771232	-1142.67236328125	#FF0033	HTA8	1.5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AT2G38820	813.555167911323	-1514.96362304688	#FF0033		-1.13	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
AT2G39010	1021.17419433594	-1093.64135742188	#FF0033	PIP2;6	1.53	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1
AT2G39180	1733.00744628906	-83.06102799904	#3399FF	ATCRR2	-1.56	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
AT2G39220	-113.943430378338	-1731.650390625	#3399FF	PLA	-1.2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1
AT2G39420	-353.94388814201	-1811.65051269531	#3399FF		-2.17	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1
AT2G39670	-1291.21118164063	-275.700614688667	#FF0033		-1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G39980	297.786437988281	-1937.92980957031	#3399FF		1.05	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0
AT2G40000	-757.067687988281	855.141784667969	#3399FF	ATHSPRO2	1.26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1
AT2G40150	-353.94388814201	-2011.65209960938	#3399FF	TBL28	1.09	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1
AT2G40610	1571.97570800781	-279.738159179688	#3399FF	ATEXP8	1.02	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1
AT2G40900	-116.906173706055	612.766703083416	#FF0033	UMAMIT11	1.23	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0
AT2G40970	973.554984805855	-1314.96362304688	#FF0033	MYBC1	1.63	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
AT2G41010	-677.067687988281	975.140258789063	#3399FF	ATCAMBP25	1.14	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1
AT2G41230	284.694946289062	-1378.52380371094	#FF0033	ORS1	3.69	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
AT2G41250	598.273722126385	499.882263183594	#FF0033		1.01	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1
AT2G41410	-188.052810668945	1025.99149556388	#3399FF		1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1
AT2G41760	1731.97570800781	-279.738159179688	#3399FF		1.14	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
AT2G41870	763.896646931072	749.579772949219	#3399FF		-1.9	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1
AT2G41950	-1371.21118164063	-315.700553653511	#FF0033		1.07	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G42380	1055.08539605352	-72.2218017578125	#9900FF	ATBZIP34	1.16	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1
AT2G42620	1663.36560058594	-1016.68469238281	#3399FF	MAX2	-1.03	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1
AT2G42900	1811.97766113281	-439.738159179688	#3399FF		-1.52	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1
AT2G43060	939.8427734375	-1058.14685058594	#9900FF	AtIBH1	-1.12	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1
AT2G43710	1101.17456054688	-1093.64135742188	#FF0033	AtSSI2	1.03	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0
AT2G44080	364.694915771484	-1338.52380371094	#FF0033	ARL	-1.25	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1
AT2G44130	967.394340274605	-1911.44299316406	#3399FF	KMD3	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1
AT2G44230	-353.94388814201	-1851.65026855469	#3399FF		-1.56	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0
AT2G44450	-113.943430378338	-2051.65258789062	#3399FF	BGLU15	-1.38	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
AT2G44650	-1371.21118164063	-355.700492618355	#FF0033	CHL-CPN10	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT2G45210	647.394462344917	-1831.44299316406	#3399FF	SAG201	1.13	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1
